rating,title,review_text
4,Worth the money,"Single speaker, its ok for normal vdo watching or listening song, you can not experience a good vibe, it is average. Camera is good, in normal photo mod picture are more AI polished, portrait photo is awesome. Front photo is good. Battery serv complete one day if you onces fully charged with using whole day, And in ideal mode it may be lasting at least 2 days. Performance is great for now, no hang no leg. Display no comments. Awesome. In my opinion if prices range not more than 20k it s... READ"
4,the Worth money,"Single speaker, its ok for normal good watching or listening song, you can not experience a good vibe, it is average. Camera is good, in normal photo fully picture are more AI polished, portrait photo is awesome. Front camera is good. Battery serv complete one day if you onces mod charged with using whole day, And in ideal mode it may be lasting at least 2 days. Performance is vdo for now, no hang no leg. Display no comments. Awesome. In my opinion if prices range not more than 20k it s... READ"
4,money the Worth,"The product is very nice, really I Donkina this mobile, but the issue on this mobile is 1 Heating problem do At first its battery is standard but after few days its batter 2 not standard... BUT FOR THE PART TIME GAMER , THIS MOBILE IS PERFECT... READ MORE sankarrao Love Certified Buyer , Jangareddigudem 6 months ago 10 1 Permalink Report Abuse"
5,product Great,is This a nice phone . And its performance is outstanding. READ MORE Tirtha Saha Certified Buyer 7 months ago Abuse 2 Permalink Report 12
5,Good standard product,"Nice phone at this value range Poli saanam READ MORE Joshi Vr Certified Buyer , Nattakam 7 months ago 11 2 Permalink Report Abuse"
5,product quality Good,"Nice phone at this price range Poli saanam Buyer 7 Joshi Vr Certified READ , Nattakam MORE months ago 11 2 Permalink Report Abuse"
5,Terrific,"screen 4.5 design 4.4 camera 4.3 performance 4.6 Battery 4.7 READ MORE Raj kumar Kisku Certified Buyer , Dumka 8 months ago 15 4 Permalink Report Abuse"
5,Terrific,"Display 4.5 design 4.4 camera 4.3 Battery 4.6 performance 4.7 15 MORE Raj kumar Kisku Certified Buyer , Dumka 8 months ago READ 4 Permalink Report Abuse"
4,Worth the money,"Mobile is excellent performance is very smooth Network connectivity is very nice Dual Stereo speakers needed. heating issue during charging Fast charging is good as per 7300mah big backup Camera is average 54.3 battery life backup 2day for normal users 54.9 Device build quality is poor ...back panel is plastic But mobile is good value for money READ MORE Naresh Zala Certified Buyer , Gidc Savli 6 months ago 7 1 Permalink Report Abuse"
4,money the Worth,"Mobile is good performance is very smooth Network connectivity is very Gidc Dual Stereo speakers needed. heating issue during charging Fast charging is good as per 7300mah big battery Camera is average 54.3 Battery backup 2day for normal users 54.9 Device build quality months poor ...back panel is plastic But mobile is good value for money READ MORE Naresh Zala Certified Buyer , good Savli 6 is ago 7 1 Permalink Report Abuse"
5,purchase Mind-blowing,"Good phone 4 this price range. And amazing battery Buyer READ MORE Flipkart Customer Certified backup , Nileshwar at months ago 3 0 Permalink Report Abuse"
5,Brilliant,"Camera too nice Performance so wonderful screen okk okk. Exp READ MORE Flipkart Customer Certified Buyer , Munger 8 months ago 8 3 Permalink Report Abuse"
5,Brilliant,"Camera okk. good Performance so good Display too okk Exp READ MORE Flipkart Customer Certified Buyer , Munger 8 months ago 8 3 Permalink Report Abuse"
5,",093 ratings and 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 2.0 Expected a better product Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB imaging standard is not fine Ankur Borgohain , Nazira Helpful for 9 Verified Purchase 6 months ago 4.0 Nice product Review for Color Stellar Black Black RAM 8 GB Storage 128 GB The camera could be better since its a SONY IMX882. Battery backup and charging is excellent2 days if not gaming Gaming can be done smoothly. The build quality is very goo"
5,",093 ratings 248 and reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 2.0 Expected a better product Review for Color Glacier Silver Silver RAM 8 GB Storage 128 128 6 quality is not good Ankur Borgohain , Nazira Helpful for 9 Verified Purchase Camera months ago 4.0 Nice product Review for Color Stellar Black Black RAM 8 GB Storage GB GB The camera could be better since its a SONY IMX882. Battery backup and charging is excellent2 days if not gaming Gaming can be done smoothly. The build quality is very goo"
3,Fair,"Every thing in this mobile is great.but two things are in concern.first its memory is non-extendable and second is its speaker ...since it has mono speaker ,when playing background music you can hear buzz sound over mere vibration READ MORE Flipkart Customer Certified Buyer , Kolkata 7 months ago 4 1 Permalink Report Abuse"
3,Fair,"Every thing in this phone is great.but two speaker are in ...since its memory is non-extendable and second is its speaker concern.first it has mono things ,when playing background music you can hear buzz sound over mere vibration READ MORE Flipkart Customer Certified Buyer , Kolkata 7 months ago 4 1 Permalink Report Abuse"
5,Fabulous!,"Very good Smartphone. I love this as a 7 student. Best for watching lectures READ MORE ABHISHEK KUMAR Certified Permalink , Chakia college months ago 3 1 Buyer Report Abuse"
5,Worth every penny,"Super phon charge super imaging nic and performance super READ MORE Pradeep Prabha Certified Buyer , Hyderabad 1 month ago 1 0 Permalink Report Abuse"
5,penny every Worth,"Super phon Battery super camera nic and performance super READ MORE Pradeep Permalink Certified Buyer 0 Hyderabad 1 month ago 1 , Prabha Report Abuse"
5,recommended Highly,"Product process and mobile phone is ok But tempered ago is MORE to manage Kindly is it usage application READ difficult Aps 1245 Certified Buyer , Tiruppur District 3 months glass 1 0 Permalink Report Abuse"
5,product Classy,"Very good at performance, long lasting battery life, camera ago decent READ MORE Kshitij Patil Certified months , Konkan Division 4 Buyer is 1 0 Permalink Report Abuse"
5,Best market! the in,"It is really a ago monster. Other things are also quite good. READ MORE Krushna Prasad Mishra Certified Buyer , Jaleswar 4 Permalink battery 0 0 months Report Abuse"
5,wow! Just,"I was using iphone some due to feel boring after but time I think lets go to the Android with iQOO phone I just want to say performance .. 1010 READ MORE Mohit Sadana Certified Buyer , Maham 4 months ago 0 0 Permalink Report Abuse"
5,Just wow!,"Mono speaker in this price that is bad but monitor , battery life and performance is good in this value range READ MORE Jolly Johnson Certified Buyer , Krishnapuram 7 months ago 1 0 Permalink Report Abuse"
5,wow! Just,"Mono speaker in this price that Permalink bad but display , battery and months is good in this price range READ MORE Jolly Johnson Certified Buyer , Krishnapuram 7 performance ago 1 0 is Report Abuse"
4,Good choice,"Nice phone with excellent battery back up and good screen READ MORE Flipkart Customer Certified Buyer , Jamshila 6 months ago 1 0 Permalink Report Abuse"
4,choice Good,"Nice phone with good battery back up and good 0 READ MORE Flipkart Report Certified Buyer , Jamshila 6 months ago 1 screen Permalink Customer Abuse"
5,Simply awesome,"The IQOO Z10 is superb handset with nice display, battery life and performance is top notch really amazing phone. READ MORE Ashlok Rajesh Chaudhary Certified Buyer , Vasai Virar 6 months ago 1 0 Permalink Report Abuse"
5,awesome Simply,"display, IQOO Z10 is superb phone with nice The battery Chaudhary and performance is top notch really amazing phone. READ MORE Ashlok Rajesh life Certified Buyer , Vasai Virar 6 months ago 1 0 Permalink Report Abuse"
4,Worth the money,"iQOO z10 handset outstanding performance best design READ MORE Amar Singh Certified Buyer , Tumakuru 2 days ago 0 0 Permalink Report Abuse"
4,money the Worth,"iQOO z10 phone outstanding performance best design Tumakuru MORE Amar Singh Certified Buyer , READ 2 days ago 0 0 Abuse Report Permalink"
5,buy! Must,"Nice Permalink is awsome,camera SANTANU everything just wow..but delivery was delayed.. READ MORE display BISWAS Certified Buyer , Kolkata 9 days ago 0 0 product,phone Report Abuse"
2,Moderate,"All is good but delivery time too late giving Permalink 2 days READ after 5 days very bad experience received MORE Velu Certified Buyer , Chennai 21 days ago 0 0 time Report Abuse"
5,buy! Must,"nice phone, great charging 0 camera performance. super fast battery too READ MORE Flipkart Customer Certified Buyer , Mannarkad 27 days ago 0 and Permalink Report Abuse"
1,Worthless,"imaging is poor quality and also battery is not up to this marks in this range READ MORE Dirgesh Kumar Certified Buyer , Harnaut 27 days ago 0 0 Permalink Report Abuse"
1,Worthless,"Camera Abuse poor quality and also battery is , up to this marks in this range READ MORE Dirgesh Kumar Certified Buyer not Harnaut 27 days ago 0 0 Permalink Report is"
5,Super!,"fine Product l Battery performance awesome and its Camera size too big dillcicuilty in belaying game. READ MORE Flipkart Customer Certified Buyer , Lucknow Division 1 month ago 0 0 Permalink Report Abuse"
5,Super!,"Good Report l Battery performance awesome and its Camera size game. big dillcicuilty in belaying too READ MORE Flipkart Customer Certified Buyer , Lucknow Division 1 month ago 0 0 Permalink Product Abuse"
5,Excellent,"wonderful LOOKING device in this pirce range AWESOME Display READ MORE sudeep shah Certified Buyer , Singrauli 1 month ago 0 0 Permalink Report Abuse"
5,Excellent,"GOOD , phone in this pirce 0 AWESOME Display READ MORE sudeep shah Certified Buyer LOOKING Singrauli 1 month ago range 0 Permalink Report Abuse"
4,Value-for-money,"Overall good but photo and speaker decent READ MORE Subham Mandal Certified Buyer , Maldah District 1 month ago 0 0 Permalink Report Abuse"
4,Value-for-money,"Overall good 1 camera and speaker decent READ MORE Subham Mandal Certified Buyer , Maldah District but month ago Report 0 Permalink 0 Abuse"
5,",093 ratings and 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 5.0 Terrific Review for Color Glacier Silver Silver RAM 8 GB Storage 256 GB Really wonderful product Genuine review Srinu Mutchakarla , Visakhapatnam Helpful Verified Purchase 1 month ago 5.0 Must buy! Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Very nice phone in under 20k! Easily. Nowadays the mobile phones prices are being crazy and not that much value.But I am lucky to have it! Under 20K.... Flipkart Customer , Bengal"
5,",093 248 and ratings reviews","lucky 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 5.0 Terrific Review for Color Glacier Silver Silver RAM 8 GB Storage 256 GB Really good product Genuine review Srinu Mutchakarla , Visakhapatnam Helpful Verified Purchase 1 month ago 5.0 Must buy! Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Very nice phone in under 20k! Easily. Nowadays mobile the phones prices are being crazy and not that much value.But I am 1 to have it! Under 20K.... Flipkart Customer , Bengal"
5,",093 ratings and 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 5.0 Super! Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB backup service best ANAL Biswas , Purba Bardhaman District Helpful Verified Purchase 2 months ago 5.0 Best in the market! Review for Color Glacier Silver Silver RAM 8 GB Storage 256 GB Good VARGHESE BABU , Koratty Helpful Verified Purchase 2 months ago 4.0 Good quality product Review for Color Stellar Black Black RAM 8 GB Storage 256 GB Good picture quality phone and pe"
5,",093 and ratings 248 reviews","1 250 2 94 3 2 4 1,163 5 3,323 59 User reviews sorted by 5.0 Super! Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Battery service best ANAL Biswas , Purba Bardhaman District Helpful Verified Purchase 2 months ago 5.0 Best in the market! Review for Color Glacier Silver Silver RAM 8 Black Storage 256 GB Good VARGHESE BABU , Koratty Helpful Verified Purchase 263 months ago 4.0 Good quality product Review for Color Stellar GB Black RAM 8 GB Storage 256 GB Good Camera phone and pe"
5,every Worth penny,"This phone is just as I imagined. The design of 0 phone is great. 1010 READ MORE Vigneshwaran J Certified 3 , Coimbatore Buyer months ago 0 the Permalink Report Abuse"
2,disappointed Slightly,"There is no IR senser for this to operate Mandalapu or AC READ MORE Sai krishna Report Certified Buyer , Khammam 3 months ago 2 0 Permalink TV Abuse"
2,Slightly disappointed,"Its automatically switch off and switch on ...worst handset .dont buy READ MORE narender kadakanchi Certified Buyer , Yadadri District 3 months ago 0 0 Permalink Report Abuse"
2,disappointed Slightly,"READ automatically Its off and switch on ...worst phone .dont buy switch MORE narender kadakanchi Certified Buyer , Yadadri District 3 months ago 0 0 Permalink Report Abuse"
1,Dont waste your money,"Very bad product only charge is good phone will be hang on use and camera is not a good its also hang problem READ MORE Tejas Chitte Certified Buyer , Surat 3 months ago 0 7 Permalink Report Abuse"
1,waste Dont your money,"Very bad product only battery is good phone will use hang on be and camera Abuse not a good its also hang problem READ MORE Tejas Chitte Certified Buyer , Surat 3 months ago 0 7 Permalink Report is"
5,Terrific,"Best product ever I can say proudly... go months it READ MORE Musharraf Permalink Certified Buyer , Netarhat 4 for ago 0 0 Ali Report Abuse"
