comment_id,author,text,time,time_parsed,likes,is_reply,parent_id,scraped_at
UgwTuTmiYKQutUtMxFR4AaABAg,@mrugankkulkarni3977,Did not talk about viewing angles,1 day ago,1772556242.364644,1,False,,2026-03-04 22:14:02
UgzuItqYhkB7X_c_prF4AaABAg,@Forest007,"When it is paid review.... ershad starts talking with prefix ""Far"" and ""Much"" better and improved😂😂😂😂😂😂",1 day ago (edited),1772556242.366713,0,False,,2026-03-04 22:14:02
UgzuEs7aIYQnUHa4Vhl4AaABAg,@SubhasisPradhan-s9q,25ultra = s26 ultra,1 day ago,1772556242.371771,0,False,,2026-03-04 22:14:02
Ugy7LR5XI1P5EHlLRRJ4AaABAg,@RajeshKumar-we9dm,arshad based on ur verdict i am gona change my phone.....y no one talks about s 26 and s 26 plus i don want a ultra  .kindly talk about s26 and compare it to one plus 15 .or can i wait till one plus 16 there are rumours already...,1 day ago,1772556242.374066,0,False,,2026-03-04 22:14:02
UgzCZQAVLFS1zg5Qm014AaABAg,@ArunAntony-j9m,This is really disappointing from Samsung with no real upgrades,1 day ago,1772556242.377285,1,False,,2026-03-04 22:14:02
UgyGn38T7hDpyGvs-bF4AaABAg.ATtPLR661ZAATuIPjuuX3E,@stuffandthangs3953,And? Is it gonna change how you use your phone? No. Move on.,21 hours ago,1772567042.690031,0,True,,2026-03-04 22:14:02
UgyGn38T7hDpyGvs-bF4AaABAg.ATtPLR661ZAATvYj08iuSU,@sahilreddy25,"​ @stuffandthangs3953  you can clearly see the colour banding while watching high quality hdr videos in dark scenes or while editing raw photos. This is an ultra which should be equipped with ultra specs. Dont defend some company who are doing cost cuttings, it's because of people like you these companies are releasing the same phones year after year lol",9 hours ago,1772610242.694165,0,True,,2026-03-04 22:14:02
UgyG8Oa1SwFHNLMGa5V4AaABAg.ATsqp_NwiDeATvS_1tDZ1e,@HAARYCS,Which signal😌,10 hours ago,1772606642.972646,0,True,,2026-03-04 22:14:02
UgwTuTmiYKQutUtMxFR4AaABAg.ATsY2WNMS1zATsnMQI_wII,@2en2i,Do you use your phone in viewing angles??,1 day ago,1772556243.240193,1,True,,2026-03-04 22:14:03
UgwTuTmiYKQutUtMxFR4AaABAg.ATsY2WNMS1zATujA9u65c3,@sabavathkirankumarnaik4013,​ @2en2i 😂,17 hours ago,1772581443.243657,0,True,,2026-03-04 22:14:03
Ugx3rSR1zELzNIbxGG14AaABAg,@idhumoruchannel,You are in dubai now,1 day ago,1772556243.607809,0,False,,2026-03-04 22:14:03
UgxPsRgSDxifBpaC1VV4AaABAg,@CartoonAcademy510,Why Samsung is not giving the Dolby vision technology 😢😢😢 and they should have made the phone thicker by adding more battery capacity of at least 6000mah,1 day ago (edited),1772556243.624008,1,False,,2026-03-04 22:14:03
Ugz38Ermy8SsZj1Hqet4AaABAg,@32toddv,"I bought a privacy screen protector 3 pack for my s25 ultra for $12.   I'm not paying $1,800 for the one TB version s26 with minimal improvements, I'll hang on to my s25 ultra at least to the s28 comes out and see if they actually make some major improvements",1 day ago,1772556243.626785,0,False,,2026-03-04 22:14:03
UgwwXrOE5HsPslVHDJ14AaABAg,@uditveer3407,"A camera comparison of all the camera centric pros and ultras would be great, especially when almost all of the main players have already launched their respective 2026 models.",1 day ago,1772556243.628849,2,False,,2026-03-04 22:14:03
UgweKcXbdPOYIj859Jp4AaABAg,@_the_lightbringer,No upgrades in camera,1 day ago,1772556243.630861,0,False,,2026-03-04 22:14:03
Ugxwpf-bAcyCW8rZgPd4AaABAg,@ahteshamiqbal9840,Does turning on Privacy Display save battery on the Samsung S26 Ultra?,1 day ago,1772556243.634075,1,False,,2026-03-04 22:14:03
Ugz2wFok_CVUvap1akZ4AaABAg,@TheAMBESH,"Best wishes , May God end this war .. u can return safey from Qatar sir .....❤",1 day ago,1772556243.636128,1,False,,2026-03-04 22:14:03
UgwR4ZExSarJ4OpwuZt4AaABAg,@bhardvajgirishkumar2360,"do a samsung ecosystem vieio with the phone, watch and buds 4 pro or any samsung buds if you have. not many people dp these types of videos",1 day ago,1772556243.638183,0,False,,2026-03-04 22:14:03
UgyVbhOJ3RXP8CQPNL54AaABAg,@Displays.1234.,Let's see how many more comments are going to be deleted for telling the truth..,1 day ago,1772556243.641785,0,False,,2026-03-04 22:14:03
UgwCff2WmsBC89qUEcl4AaABAg,@Displays.1234.,Samsung should be ashamed of themselves...,1 day ago,1772556243.645565,0,False,,2026-03-04 22:14:03
UgzsNoYOjSK9Stg7aad4AaABAg,@Displays.1234.,"How can samsung lie to everyone, the display on the s25 is surprising better...in every way possible, in real life side by side, its night and day...",1 day ago (edited),1772556243.648653,0,False,,2026-03-04 22:14:03
UgyUqIeg_uaBG06P6w14AaABAg,@DRIVER-SEBVET,"This phone is for those who have a s23, 24 ultra not a 25 ultra cause the differences are minor unless you a phonetic...

That privacy display is a gimmick that needs a lot of work...",1 day ago,1772556243.65074,0,False,,2026-03-04 22:14:03
UgyRgc45rQqj0SxHSPd4AaABAg,@saddamsayyad9020,Samsung and iPhone same phone every year not worth upgrading for 4 to 5 years why launch every,1 day ago,1772556243.652986,0,False,,2026-03-04 22:14:03
UgyY17DQ7IrCMJnfth94AaABAg,@gamerpromax_ice,"Youtubers ❎ mobile sellers ✅
This for 1.4 lakh🤡",1 day ago (edited),1772556243.655832,1,False,,2026-03-04 22:14:03
Ugzqduhy0FtOpoV_7pB4AaABAg,@S.G2302,what is the use of other features when it has similar capacity battery from last 5 years 😅,1 day ago,1772556243.657957,1,False,,2026-03-04 22:14:03
UgwOspgIVZ6DVBAhhJh4AaABAg,@weekendwarrior8179,"After the event, they did not have that free upgrades at 512GB. They weren’t getting enough pre-orders and now they’ve put it back,  still feel like it to skip though.",1 day ago,1772556243.660993,0,False,,2026-03-04 22:14:03
Ugx9SAzTu3Hjae36A8B4AaABAg,@UtsabSaha99,2:56 where? its 90% same. 7yrs for 10% reduction where Chinese phone already have way less crease..,1 day ago (edited),1772556243.663614,4,False,,2026-03-04 22:14:03
Ugw2_k59EnLEprF_AHV4AaABAg,@KairavPro,Man I REALLY HOPE WE GET 24MP ON OLDE PHONES HOPEFULLY,1 day ago,1772556243.665913,0,False,,2026-03-04 22:14:03
UgyPlpy08BfYknew1154AaABAg,@lifeof.yashhh,4:39 obvious difference,1 day ago,1772556243.668787,2,False,,2026-03-04 22:14:03
UgzLcKgt-Ld5S5LzXRp4AaABAg,@rameshnaidu8247,Bro in tamil,1 day ago,1772556243.671146,0,False,,2026-03-04 22:14:03
UgxPsRgSDxifBpaC1VV4AaABAg.ATsQvOKK9unATsU5GVLETR,@idhumoruchannel,Samsung investing hdr mobile and their tv 📺,1 day ago,1772556243.926925,0,True,,2026-03-04 22:14:03
Ugxwpf-bAcyCW8rZgPd4AaABAg.ATsDdwfmMzEATsP82CpeG8,@Pepex850,I think it might. Since the wider pixels of the screen are being turned off when activating the privacy display feature,1 day ago,1772556244.223758,0,True,,2026-03-04 22:14:04
UgyY17DQ7IrCMJnfth94AaABAg.ATriJ5gf5PSATujnVfyTcV,@sabavathkirankumarnaik4013,70k is more than enough for this sh*t,17 hours ago,1772581444.490163,0,True,,2026-03-04 22:14:04
Ugzqduhy0FtOpoV_7pB4AaABAg.ATrfUMfxOFcATsW4LCuNp7,@Forest007,Tere Ghar me bizli nahi hai kya...😂😂😂,1 day ago,1772556244.786502,0,True,,2026-03-04 22:14:04
Ugzqduhy0FtOpoV_7pB4AaABAg.ATrfUMfxOFcATsk6nnOpNm,@S.G2302,​ @Forest007 ghar me bijli hoti h bahar nhi 😅 mai frequently travel krta hu to raste me kaise bijli generate kru? 😂,1 day ago,1772556244.789991,0,True,,2026-03-04 22:14:04
UgyPlpy08BfYknew1154AaABAg.ATrUKQCnkVmATsOGNqDznF,@Pepex850,"Yeah, I see a clear difference too. Which one do you think is better?",1 day ago,1772556245.06058,0,True,,2026-03-04 22:14:05
UgwEDZMGDUgGbZEt93F4AaABAg,@shivaramchakraborthy8138,U r SME…love the videos…crisp and clear ones !,2 days ago,1772469845.393453,1,False,,2026-03-04 22:14:05
UgwdQMb6u_UbgVPa4b54AaABAg,@umardombaud,"Are there any display issues? I’ve seen some complaints about blurry text compared to the S25, even with privacy mode off and QHD enabled. Have you noticed this?

I’m planning to preorder today, but I’m a bit unsure because of these concerns. Since preorder ends tomorrow, I’d really appreciate your honest feedback.",2 days ago,1772469845.397634,2,False,,2026-03-04 22:14:05
Ugz3b__cp57-K3VtfBt4AaABAg,@Broly-p1q,Anti reflective over Privacy display anyday ❤,2 days ago,1772469845.400338,0,False,,2026-03-04 22:14:05
Ugz3NM5Hz_ndWztpy4t4AaABAg,@reasonlimbu9585,Are the viewing angles worse compared to the S25 Ultra? (Privacy screen off),2 days ago,1772469845.403316,1,False,,2026-03-04 22:14:05
Ugwt8gVEBEw-uJBuAvR4AaABAg,@YeagerFolk,"Why do you guys even buy these Androids from inferiority complex ridden Asian companies 

These guys removed the Titanium build from the S26U just cause Apple did so too and there are countless other examples like this too
These OEMs are junk trash producers without a direction of their own 
The only instance when it even makes sense to buy them is if you are living in the Developing world, cause they the Lowest Wages but the Highest Tariffs and Taxes",2 days ago,1772469845.407145,0,False,,2026-03-04 22:14:05
UgyviZvJYBmtq6J0jZF4AaABAg,@maxvenom5278,The glazing of this minimum upgrade of Samsung if this was Apple he would have been complaining for 20 minutes straight,2 days ago,1772469845.410524,0,False,,2026-03-04 22:14:05
UgyzPcsHDgWUdAZuuw94AaABAg,@myself714,S26 ultra Vs find x9 pro we want that review,2 days ago,1772469845.412659,0,False,,2026-03-04 22:14:05
UgwV93ZH0rrO_FipaON4AaABAg,@aravindperuka1989,"Such a low of Samsung, they are just banking on single privacy display feature? It shows that Samsung is unwilling to spend on R&D but big increase in the price with very little single feature",2 days ago,1772469845.414755,37,False,,2026-03-04 22:14:05
UgwvVWWMQPaIquwhX8Z4AaABAg,@Funfactsdaily9989,fattie is going baldyyy fron reviewing mobiles,2 days ago,1772469845.418347,0,False,,2026-03-04 22:14:05
Ugw-BxAz3azscmiZBRR4AaABAg,@blitzcuts.e,1:32 I think the design of s25 ultra is sattle & minimalistic and much better to see,2 days ago,1772469845.422126,3,False,,2026-03-04 22:14:05
UgzDu5HLdq3MGTRiQwB4AaABAg,@erikcrimea6879,Хоть кто нибудь скажет экран действительно стал хуже s25u или нет! Мало кто об этом вообще говорит из блогеров,2 days ago,1772469845.426615,0,False,,2026-03-04 22:14:05
UgyAiR8HMA_n3OkmCcd4AaABAg,@ananth4krishna,Pre ordered black S26U. Upgrading from S23U,2 days ago,1772469845.429329,11,False,,2026-03-04 22:14:05
UgzUEQ_uqcZ5S1SDqRl4AaABAg,@HarshSontakke-gt7gw,Can we have a camera comparison between samsung S26 ultra and the new upcoming vivo X300 ultra please ?!!!,2 days ago,1772469845.433029,0,False,,2026-03-04 22:14:05
UgwlkzK5uSkBSKaARup4AaABAg,@jeeniesivaji,"2:19 display is a less crispier in s26u.. might hurt enthusiasts.. suggesting it's in a beta stage

Yet Much much better innovation than introducing a 165500**hz display",2 days ago (edited),1772469845.435545,2,False,,2026-03-04 22:14:05
Ugz1FsTeiLeYhItUjK14AaABAg,@johnchristie1550,Give me1,2 days ago,1772469845.439041,0,False,,2026-03-04 22:14:05
Ugz71vbmbEMVjJj2sY14AaABAg,@jaganraj.r9900,Tamil bro,2 days ago,1772469845.441806,0,False,,2026-03-04 22:14:05
UgwfpPrDZMMw7gJ0WkZ4AaABAg,@rockoc.s3398,New is Chinese phones r cheating in benchmarks...search Geekerwan.,2 days ago,1772469845.445297,0,False,,2026-03-04 22:14:05
Ugxdz0mUO_qZ_FdPH1B4AaABAg,@ETPRIMARYSCHOOL,Just like AI logo of gemini ..you should use the logo of samsung sponsored... basically it's such a poor upgrade viz a viz it's price hike .it's a scam...,2 days ago,1772469845.448414,1,False,,2026-03-04 22:14:05
Ugwr7WF8JUjUpOCmOAp4AaABAg,@yogeshbhanucharan3949,Please compare x300 and motorala signature. It is the best rivalry,2 days ago,1772469845.451418,0,False,,2026-03-04 22:14:05
Ugw2OSc7_7ARG9G_fqV4AaABAg,@asifirfan,Brother S24 Ultra Theriyuma🗿,2 days ago,1772469845.45479,0,False,,2026-03-04 22:14:05
Ugz3NM5Hz_ndWztpy4t4AaABAg.ATrOZjD8hiAATrP1eGSlnb,@Broly-p1q,It does affect 10-15%,2 days ago,1772469845.749067,1,True,,2026-03-04 22:14:05
UgwV93ZH0rrO_FipaON4AaABAg.ATrH9T_2R6kATv9GHbV3jn,@bugbuggy3866,"Hardware has reached a saturation point. That means after a certain price point, say 55000, the hardware remains the same. Then it boils down to brand value, resale value, software update longevity, quality of life improvements, AI integration and that's about it. So if you're mad that Samsung is charging so much without giving a jet engine, VR headset, 80000 mah battery, 800 MP camera with F1/1 aperture, just buy a damn iQOO or one Plus. You will get more than 90% of specs at half the price. 😅😅",13 hours ago,1772595846.054589,0,True,,2026-03-04 22:14:06
UgwV93ZH0rrO_FipaON4AaABAg.ATrH9T_2R6kATvCdYvazlI,@aravindperuka1989,​ @bugbuggy3866  blind samsung fan boy spotted who is okay to pay 2 Lakhs for a 80k phone😂,12 hours ago,1772599446.058015,0,True,,2026-03-04 22:14:06
UgwV93ZH0rrO_FipaON4AaABAg.ATrH9T_2R6kATvfrzidsAc,@arunvastrad2066,"​ @bugbuggy3866  😂, And Samsung ultra's are true definition of 'Smartphone'. From hand feel to Os.Good cameras if not best, Just shoot in High quality log and apply lut in gallery u get movie like videos no headache of colorgrade, what more these people want. And dont forget other android vs samsung ultra has Hardware level security knox.",8 hours ago,1772613846.060872,0,True,,2026-03-04 22:14:06
UgwV93ZH0rrO_FipaON4AaABAg.ATrH9T_2R6kATrPIacuKBN,@KalpitTiwari,"watch the full video, there are actually many upgrades.",2 days ago,1772469846.064328,0,True,,2026-03-04 22:14:06
UgwV93ZH0rrO_FipaON4AaABAg.ATrH9T_2R6kATrR0YS7UyK,@AbritoSinha10A,"​ @KalpitTiwari oh come on.. upgrades? Srsly?... Samsung could have done them way sooner.. its now like they are forced to upgrade due to criticism.. half of the upgrades arent even real ones they are just.. uk... Little tweaks if i say.. the only major feature is the privacy display.. which on applying even reduces the display quality... They even downgraded the anti refelctive coating on the s26 ultra.. same 5k mah battery.. trash 3x.. although the other sensors arent that bad.. 
But the main thing is.. vivo and oppo clearly destroy the samsung in every department.. even the 2 year old vivo x100 pro would destroy the samsung in low light photography...",1 day ago,1772556247.081634,12,True,,2026-03-04 22:14:07
UgwV93ZH0rrO_FipaON4AaABAg.ATrH9T_2R6kATrWv0X8yYQ,@aravindperuka1989,"​ @KalpitTiwari they are incremental upgrades to existing features bro, nothing new",1 day ago,1772556247.085689,2,True,,2026-03-04 22:14:07
UgwV93ZH0rrO_FipaON4AaABAg.ATrH9T_2R6kATtcsXHVl-T,@AniruddhaTare-p9s6h,​ @KalpitTiwari just saw the phone demo in Samsung store. Looks like a cheap 25000 phone. And the pixels sucks in Privacy mode. Even 12000 Rs phone have better pixels.,1 day ago,1772556247.089904,1,True,,2026-03-04 22:14:07
UgyAiR8HMA_n3OkmCcd4AaABAg.ATrDYw5ThR8ATsszm4aI9M,@Raviroushansinha,Hey will we get 99₹ offer for 60W adapter for pre-booking?,1 day ago,1772556247.390053,2,True,,2026-03-04 22:14:07
UgyAiR8HMA_n3OkmCcd4AaABAg.ATrDYw5ThR8ATrwZUhIAKA,@Displays.1234.,The s25 ultra has a far better display..,1 day ago,1772556247.392582,1,True,,2026-03-04 22:14:07
UgyAiR8HMA_n3OkmCcd4AaABAg.ATrDYw5ThR8ATsMuW9STnN,@falconfurry6432,​ @Displays.1234.  Educate buddy 8 bit screen is what used in S25U and 10 bit in S26U with booster.,1 day ago,1772556247.395999,3,True,,2026-03-04 22:14:07
UgyAiR8HMA_n3OkmCcd4AaABAg.ATrDYw5ThR8ATscyHNc4Xj,@roadrextamil,"Bro are you willing to sell S23 Ultra, i am thinking of upgrading for my YouTube channel",1 day ago,1772556247.398313,1,True,,2026-03-04 22:14:07
UgyAiR8HMA_n3OkmCcd4AaABAg.ATrDYw5ThR8ATsexd0wcFo,@Sundarrajan521,Still using S22U.. S26U didn't impress me yet to uprgrade.. S27U might..,1 day ago,1772556247.400442,1,True,,2026-03-04 22:14:07
Ugxdz0mUO_qZ_FdPH1B4AaABAg.ATr9YI0Fm5wATt2x6WP9nN,@You-tx6gb,"fr, barely anyone benefits from these upgrades, espcially with that kinda price. Most of it is for people who're into editing etc, but at that point what are you even doing on a mobile.",1 day ago,1772556247.709381,0,True,,2026-03-04 22:14:07
UgwMGg7t2zeJXBNICZ94AaABAg,@sp3associate,Samsung has paid enough to all youtube creators bcoz no one is talking about how mediocre the S26 series is .......,2 days ago,1772469848.078996,2,False,,2026-03-04 22:14:08
UgyrMbrMmEOfPxwCsDd4AaABAg,@AkashdeepMitra,I am expecting the same kind of comparison between s25 and s26,2 days ago,1772469848.081119,1,False,,2026-03-04 22:14:08
UgyeeIfHXgmynIYxHvJ4AaABAg,@Ishpreetb264,"No thanks, I'll stick with my Oppo.",2 days ago,1772469848.083254,0,False,,2026-03-04 22:14:08
UgwRBOvU7onUgqrYa1V4AaABAg,@DOTYMUSICS,"0:35 Ershad sir big fan 

Give me the old S24 ultra please",2 days ago,1772469848.085241,0,False,,2026-03-04 22:14:08
Ugzk1lAYMRePOUOXXWp4AaABAg,@prempunjabi13,The highlight of the video was the DISAPPOINTMENT on Ershad's face and voice and the overall tone.,2 days ago,1772469848.087199,8,False,,2026-03-04 22:14:08
Ugx5Fbi0Ah4q7AivcUV4AaABAg,@DineshPechetti,"I don't know why the hell samsung sponsors theme ok forget s26 ultra but next upcoming review like s26,s26 plus are going to done in sponsor and even the A series if the Samsung is doing good why need to sponsor the all youtubers hardly any 1or 2 youtuber will speak the truth, due to this if there any problem they don't highlight it, because in many fe series they just disappear the heating and in s25 last year the battery The problem is note with the tech creators because if the talk negatively the brand may

not send review unit",2 days ago,1772469848.089143,0,False,,2026-03-04 22:14:08
UgwIR0q5hMQx4HMl1bh4AaABAg,@praveenkumarmj2387,Why are they still sticking with same PWM frequency?,2 days ago,1772469848.09129,0,False,,2026-03-04 22:14:08
UgzsQGjFQBcTVi27nFB4AaABAg,@RDX_edits2,Xiaomi 17Ultra vs Samsung galaxy S26 Ultra 📸📸😊😊😊,2 days ago,1772469848.09323,11,False,,2026-03-04 22:14:08
Ugy2YUFZ4MUxnZkJtq54AaABAg,@gauravbadkar9117,Ghante ka ultra👎👎👎👎👎👎👎👎👎👎,2 days ago,1772469848.095607,0,False,,2026-03-04 22:14:08
UgyPJtEkOfn1xDEkDOJ4AaABAg,@rianp1675,Need over wants to those non affluent 🙏🏾,2 days ago,1772469848.097881,0,False,,2026-03-04 22:14:08
UgzaqFXKA23DTuw8Jlx4AaABAg,@Orca774,Design wise they are downgrading,2 days ago,1772469848.100125,0,False,,2026-03-04 22:14:08
UgzjZirAUWnyUICaPjJ4AaABAg,@dhanjain9903,Can we expect the horizon lock and APV codec through an update for S25 ultra?,2 days ago,1772469848.102142,0,False,,2026-03-04 22:14:08
UgyJ2JP0pJMQEuUJUq94AaABAg,@GamingQuest4510,still no 600mah or 7000mah battery lol. scamsung,2 days ago,1772469848.1043,0,False,,2026-03-04 22:14:08
