rating,review_text,device,true_label,vader_compound,vader_label,vader_pred_rating,bert_label,bert_score,bert_pred_rating,wc_score,wc_label,wc_pred_rating,hard_vote_label,hard_vote_pred_rating,soft_vote_pred_rating,soft_vote_label,bagging_pred_rating,bagging_pred_std,bagging_label
5,iOS is always amazing.,iPhone 16,Positive,0.5859,Positive,4.1718,Positive,0.9998774528503418,4.999509811401367,1.0,Positive,5.0,Positive,4.5,4.668523924560548,Positive,4.402378713338821,0.277160419072103,Positive
5,Fell in love with the colour sai kumar,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.998893678188324,4.995574712753296,1.0,Positive,5.0,Positive,4.5,4.707749885101318,Positive,4.459904190993091,0.2913472651976417,Positive
4,Everything is fine except the battery should have been lasting longer and the new camera button Felt useless,iPhone 16,Positive,-0.25,Negative,2.5,Negative,0.0008906722068786,1.0035626888275146,-1.0,Negative,1.0,Negative,1.5,1.6014250755310058,Negative,2.505005142505371,1.2047980758459804,Neutral
5,Got it in just look awesome,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.99986469745636,4.99945878982544,1.0,Positive,5.0,Positive,4.5,4.699703515930176,Positive,4.313922314847516,0.2771334454177382,Positive
5,Finally I got it and love it,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9998812675476074,4.99952507019043,1.0,Positive,5.0,Positive,4.5,4.709330028076172,Positive,4.4600428434661605,0.2931190555490707,Positive
5,Awesome product ashwin roy,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998619556427002,4.999447822570801,1.0,Positive,5.0,Positive,4.5,4.699699129028321,Positive,4.441710056176761,0.29121577137323174,Positive
5,Great experience with great camera,iPhone 16,Positive,0.8481,Positive,4.6962,Positive,0.9998769760131836,4.999507904052734,1.0,Positive,5.0,Positive,4.5,4.878283161621094,Positive,4.512955213175037,0.38036542836965553,Positive
5,Govinda kumar Choudhary,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9971279501914978,4.988511800765991,0.0,Neutral,3.0,Neutral,3.0,3.7954047203063968,Positive,3.948886782600783,0.16011499961226003,Positive
5,Recently changed a smooth ui and best experience,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9954360127449036,4.981744050979614,1.0,Positive,5.0,Positive,4.5,4.7022176203918455,Positive,4.443342084482603,0.29226207255930176,Positive
5,Upgraded 12mini Good battery life and performance Ultramarine the best one,iPhone 16,Positive,0.7964,Positive,4.5928,Positive,0.9994381070137024,4.99775242805481,1.0,Positive,5.0,Positive,4.5,4.836220971221924,Positive,4.649716946178954,0.31478391492775704,Positive
5,One of the best phone.,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9998133778572084,4.999253511428833,1.0,Positive,5.0,Positive,4.5,4.709221404571533,Positive,4.518396029024933,0.2782406554388739,Positive
5,"Bought the phone solely for battery performance and assuming camera of iPhones are always good. A bit of disappointment as I switched S22 Plus which offered great screen quality, excellent camera and Galaxy did wonders while iPhone 16 is not performing as expected in terms of battery and camera quality. 1. Touch screen 2. 3. Light weight",iPhone 16,Positive,0.8126,Positive,4.6252,Negative,0.0547457337379455,1.2189829349517822,1.0,Positive,5.0,Positive,4.5,3.337673173980713,Neutral,3.5719034710315816,0.3579051860409512,Neutral
5,Mind blowing pictures,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9974422454833984,4.989768981933594,0.0,Neutral,3.0,Neutral,3.0,3.7959075927734376,Positive,3.9233823314340452,0.15632904939493208,Positive
5,received via Flipkart. Everything is perfect about this phone except battery backup. I think need to work on battery. amit kaundal,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9847714304924012,4.9390857219696045,1.0,Positive,5.0,Positive,4.5,4.633154288787842,Positive,4.392641147917559,0.2606801092955729,Positive
5,Everything is fantastic go for it,iPhone 16,Positive,0.5574,Positive,4.1148,Positive,0.999884843826294,4.999539375305176,1.0,Positive,5.0,Positive,4.5,4.64573575012207,Positive,4.389851794422478,0.26655923781129176,Positive
5,like it feel premium,iPhone 16,Positive,0.3612,Positive,3.7224,Positive,0.9993189573287964,4.9972758293151855,1.0,Positive,5.0,Positive,4.5,4.487870331726074,Positive,4.308447530857531,0.18692031939421722,Positive
5,Just wow its worth the price,iPhone 16,Positive,0.6908,Positive,4.3816,Positive,0.99976247549057,4.99904990196228,1.0,Positive,5.0,Positive,4.5,4.752259960784912,Positive,4.5225823500491025,0.3063154631233625,Positive
5,My wife 1st i phone thank you,iPhone 16,Positive,0.3612,Positive,3.7224,Positive,0.9995162487030028,4.998064994812012,0.0,Neutral,3.0,Positive,4.5,4.088185997924805,Positive,4.100968898180466,0.015459035996843003,Positive
4,Battery gets drain in 6-7 hr with even just normal uses. Dont buy this phone. I got frustrated with this issue. Rishabh raj,iPhone 16,Positive,-0.5267,Negative,1.9466,Negative,0.0010267496109008,1.0041069984436035,-1.0,Negative,1.0,Negative,1.5,1.3802827993774416,Negative,2.74828583697923,1.3680311326459442,Neutral
5,and Bank offer on Flipkart.,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.0822665095329284,1.329066038131714,0.0,Neutral,3.0,Neutral,3.0,2.331626415252686,Neutral,3.152908549584906,0.8898706484847648,Neutral
5,"Upgraded to the 16 12 and it is a great phone. looks and feels sooo good. The photos dont do enough justice to this variant. You definitely do not need to upgrade to this if you are having a 14 or a 15, unless is something that you do not want to live without. Camera is great, though not very sure of the thing, cuz all that is pretty much available on-screen . Also, got a great deal on the exchange and bank offer, so zero co...",iPhone 16,Positive,0.8601,Positive,4.7202,Positive,0.9467346668243408,4.786938667297363,1.0,Positive,5.0,Positive,4.5,4.802855466918945,Positive,4.472084692817554,0.34448467293312,Positive
5,Awesome product K,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998630285263062,4.999452114105225,1.0,Positive,5.0,Positive,4.5,4.699700845642091,Positive,4.476234916312751,0.2855327343002963,Positive
4,"The design, build quality, battery backup are also good, sound quality is really impressive and Apple brand value, these are the pros in this mobile. 1.The display is not up to the mark, because the refresh rate only supports 60hz and the display is not vibrant. 2. The camera is also not very impressive just okay. 3. File sharing with android or windows literally headache.. 4. Signal reception is lacking.. 5. features are not useful and totally waste.",iPhone 16,Positive,0.6325,Positive,4.265,Negative,0.0006858110427856,1.0027432441711426,0.5,Positive,4.0,Positive,4.5,2.9070972976684573,Neutral,3.5353115334727296,0.6036372905080438,Neutral
5,Top notch camera quality and very good performance overall too good without any hesitation go for it,iPhone 16,Positive,0.8275,Positive,4.655,Positive,0.9998074173927308,4.999229669570923,1.0,Positive,5.0,Positive,4.5,4.86169186782837,Positive,4.576786695282802,0.3639842094440904,Positive
5,Love it no complaints!,iPhone 16,Positive,0.775,Positive,4.55,Positive,0.999859094619751,4.999436378479004,1.0,Positive,5.0,Positive,4.5,4.8197745513916015,Positive,4.579400789981123,0.33499478192714593,Positive
5,My mom love the colour and the phone is amazing ajay Vishwakarma,iPhone 16,Positive,0.8402,Positive,4.6804,Positive,0.9998132586479188,4.999253034591675,1.0,Positive,5.0,Positive,4.5,4.87186121383667,Positive,4.615028358610114,0.3579694198848415,Positive
5,The display is absolutely crazy and also I can say that the haptics of the phone is super smooth but only concerned is that image editing ai is not good as,iPhone 16,Positive,-0.3623,Negative,2.2754,Negative,0.0005317330360412,1.002126932144165,1.0,Positive,5.0,Negative,1.5,2.311010772857666,Neutral,3.3559144584766467,0.8892245373981176,Neutral
5,iPhone 16 is a wonderful cell phone . 48MP camera is outstanding. I bought 256GB model. I would recommend to buy the product.,iPhone 16,Positive,0.8807,Positive,4.7614,Positive,0.9997406601905824,4.998962640762329,1.0,Positive,5.0,Positive,4.5,4.904145056304932,Positive,4.652747566741713,0.36657402486730234,Positive
5,Wonderfully lightweight stuff. Worth purchasing. Improved speakers and a more seamless display. Incredibly cozy to use with one hand. Go for Teal colour. Swostik,iPhone 16,Positive,0.9022,Positive,4.8044,Positive,0.9996033310890198,4.998413324356079,1.0,Positive,5.0,Positive,4.5,4.9211253297424316,Positive,4.614026393457658,0.39233311651757996,Positive
5,Colour is very good also camera placement Rahul yadav,iPhone 16,Positive,0.4927,Positive,3.9854,Positive,0.9998279809951782,4.999311923980713,1.0,Positive,5.0,Positive,4.5,4.593884769592285,Positive,4.345344199591372,0.2390058569888108,Positive
5,iPhone 16 is best for those who not buy 15 series. And it has very best hand feel. Deepak kumar,iPhone 16,Positive,0.9212,Positive,4.8424,Positive,0.9982085227966307,4.992834091186523,1.0,Positive,5.0,Positive,4.5,4.93409363647461,Positive,4.489786556558869,0.4101631894031343,Positive
5,Its a fake details I havent ordered yet But showing I phone jad ordered,iPhone 16,Positive,-0.2617,Negative,2.4766,Negative,0.0042481422424316,1.0169925689697266,-1.0,Negative,1.0,Negative,1.5,1.5974370275878906,Negative,2.5528294355947896,1.2203814892529743,Neutral
5,Best for videography and also good for photos if you are interested in little bit editing . Look and feel of the phone is premium and top notch software experience . Battery backup is good considering the form factor and performance is also superb . Major problem is low refresh rate but I tink those who are going to buy they know it already . Overall a good buy if videography is a pr...,iPhone 16,Positive,0.8878,Positive,4.7756,Positive,0.9979853630065918,4.991941452026367,0.7142857142857143,Positive,4.428571428571429,Positive,4.5,4.792730866524833,Positive,4.452430613776724,0.34048672337671354,Positive
5,Camera 1010 Battery 108 Display 1010 Design 1010 Performance 1010 Finally a in this price segment,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.7818659543991089,4.127463817596436,0.0,Neutral,3.0,Neutral,3.0,3.450985527038575,Neutral,3.729235387240196,0.32706670482897504,Neutral
5,overall a perfect compact phone.,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.999756634235382,4.999026536941528,1.0,Positive,5.0,Positive,4.5,4.657130614776611,Positive,4.299115700386457,0.25721159050489684,Positive
5,16. . . . . I 2021 . . . . .,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.0350744724273681,1.1402978897094729,0.0,Neutral,3.0,Neutral,3.0,2.2561191558837894,Neutral,3.261684748365127,0.9281450558309258,Neutral
5,"This is best quality delivered always. When I was installing my backup , it became very hot during camera operation. But after the software update, gradually it became normal. Now it is working well. I also went to Imagine for a checkup and came to know that this is quite normal. Thats it. I hope after the Apple intelligence update we can have some new features and entertainment windows will open for us Thanks, for delivering with promise and safety. saswata sanyal",iPhone 16,Positive,0.9807,Positive,4.9614,Positive,0.9994576573371888,4.997830629348755,0.0,Neutral,3.0,Positive,4.5,4.583692251739502,Positive,4.394950387278834,0.2312472810491194,Positive
5,"Amazing device, everything is top notch jayata banerjee",iPhone 16,Positive,0.6808,Positive,4.3616,Positive,0.9998779296875,4.99951171875,1.0,Positive,5.0,Positive,4.5,4.744444687500001,Positive,4.492088252787379,0.3091455565605928,Positive
5,Bad camera quality at this range. Go for samsumg s25,iPhone 16,Positive,-0.5423,Negative,1.9154,Negative,0.0001949667930603,1.0007798671722412,-1.0,Negative,1.0,Negative,1.5,1.3664719468688966,Negative,2.5199114435143564,1.3554794742637135,Neutral
4,"I have switched 6a to iPhone 16 , everything is good but camera is no match to pixel, even with 12 megapixel camera pixel 6a was much better.",iPhone 16,Positive,0.4588,Positive,3.9176,Negative,0.0029756426811218,1.0119025707244873,1.0,Positive,5.0,Positive,4.5,2.971801028289795,Neutral,3.611114920536395,0.5667687427015362,Neutral
5,Premium experience,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9997678399086,4.999071359634399,1.0,Positive,5.0,Positive,4.5,4.19962854385376,Positive,4.163706311943298,0.04315899303052577,Positive
5,Camera is very good but Im really missing a telephoto lens... However the 2x zoom is really lossless zoom and i loved it 1st time using i os... Switching ...its a bit difficult tusk to adujst yourself from a 120hz display to a 60hz display... But i really like the overall experience of this phone...,iPhone 16,Positive,0.6855,Positive,4.371,Positive,0.9605872631072998,4.842349052429199,1.0,Positive,5.0,Positive,4.5,4.68533962097168,Positive,4.434549793925744,0.2829944123508378,Positive
5,Buy it now everything is good,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998660087585448,4.99946403503418,1.0,Positive,5.0,Positive,4.5,4.552105614013672,Positive,4.335322622411069,0.21700003661454612,Positive
5,Awesome phone Nishant ranjan,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.999554455280304,4.998217821121216,1.0,Positive,5.0,Positive,4.5,4.699207128448487,Positive,4.406944224305807,0.292384735069335,Positive
5,This phone is really amazing,iPhone 16,Positive,0.624,Positive,4.248,Positive,0.9998595714569092,4.999438285827637,1.0,Positive,5.0,Positive,4.5,4.698975314331055,Positive,4.490057267794337,0.27868647752677306,Positive
5,"iphone is ever good product to buy, but need to improve battery backup also. I think there is no need of camera short cut button, but its good to open in single click, apple intelligence is ok ok feature. Is recommendable product you can buy. Rajneesh",iPhone 16,Positive,0.9319,Positive,4.8638,Positive,0.9996237754821776,4.998495101928711,1.0,Positive,5.0,Positive,4.5,4.944918040771484,Positive,4.546889918294287,0.4144056425303708,Positive
4,Absolutely premium product...just now. Thanks flipkart Im glad such a beautiful iphone 16 too good Loved it,iPhone 16,Positive,0.9485,Positive,4.897,Positive,0.9996469020843506,4.998587608337402,1.0,Positive,5.0,Positive,4.5,4.958235043334961,Positive,4.604483082974294,0.4158061476137323,Positive
5,Amazing purchase,iPhone 16,Positive,0.5859,Positive,4.1718,Positive,0.9998840093612672,4.999536037445068,1.0,Positive,5.0,Positive,4.5,4.668534414978028,Positive,4.346766012492374,0.2740666032776442,Positive
5,Fantastic product..no flaws,iPhone 16,Positive,0.5574,Positive,4.1148,Positive,0.9998503923416138,4.999401569366455,1.0,Positive,5.0,Positive,4.5,4.645680627746582,Positive,4.369052428266327,0.26597853130800686,Positive
5,My first iPhone and its literally amazing although I like its performance and camera my overall experience is very good! Adhayan V Alankar,iPhone 16,Positive,0.8685,Positive,4.737,Positive,0.9998660087585448,4.99946403503418,1.0,Positive,5.0,Positive,4.5,4.894585614013672,Positive,4.487981282815924,0.3907404269108774,Positive
4,Good phone like it Ajin B,iPhone 16,Positive,0.6597,Positive,4.3194,Positive,0.9995595812797546,4.9982383251190186,1.0,Positive,5.0,Positive,4.5,4.727055330047607,Positive,4.470780131113242,0.30128849956753273,Positive
5,"great camera, great battery life, overall a good package.",iPhone 16,Positive,0.9022,Positive,4.8044,Positive,0.9998773336410522,4.999509334564209,1.0,Positive,5.0,Positive,4.5,4.921563733825684,Positive,4.420382243170981,0.39249253100239984,Positive
5,"Awesome product. If you are an apple fanboy, go for it. , S Kannanur",iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998015761375428,4.999206304550171,1.0,Positive,5.0,Positive,4.5,4.6996025218200685,Positive,4.360421210663478,0.2887973803627095,Positive
5,Amazing camera results and big battery life,iPhone 16,Positive,0.5859,Positive,4.1718,Positive,0.9998486042022704,4.999394416809082,1.0,Positive,5.0,Positive,4.5,4.668477766723633,Positive,4.3806035009108335,0.276781934265439,Positive
5,Amazing camera quality,iPhone 16,Positive,0.5859,Positive,4.1718,Positive,0.9998818635940552,4.999527454376221,1.0,Positive,5.0,Positive,4.5,4.6685309817504885,Positive,4.402321179294621,0.27717449167877883,Positive
5,"Excellent but delivery too late, but I m happy ajay kumar",iPhone 16,Positive,0.8126,Positive,4.6252,Positive,0.9991328120231628,4.996531248092651,1.0,Positive,5.0,Positive,4.5,4.84869249923706,Positive,4.570855958394571,0.35501514445298116,Positive
5,Best price on this time Rakesh swami,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9986826777458192,4.994730710983276,1.0,Positive,5.0,Positive,4.5,4.70741228439331,Positive,4.435350972203115,0.2949533731763257,Positive
5,Just go ahead and buy it.,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.99931538105011,4.99726152420044,0.0,Neutral,3.0,Neutral,3.0,3.7989046096801764,Positive,3.9619733193222477,0.15705115588446789,Positive
5,Perfect..down to the last .. everything is perfect,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9998844861984252,4.999537944793701,1.0,Positive,5.0,Positive,4.5,4.6573351779174805,Positive,4.418855622795313,0.2692642329381212,Positive
5,Awesome phone as always. Got a good deal on Flipkart chandan tiwari,iPhone 16,Positive,0.7906,Positive,4.5812,Positive,0.999700665473938,4.998802661895752,1.0,Positive,5.0,Positive,4.5,4.832001064758301,Positive,4.501396101570773,0.3582756035141131,Positive
4,No doubt its built quality is unmatched. better to buy an android phone of this range than this one. Android respects your freedom to choose more.,iPhone 16,Positive,0.8809,Positive,4.7618,Neutral,0.4344275593757629,2.737710237503052,0.0,Neutral,3.0,Neutral,3.0,3.5998040950012213,Neutral,3.858332102666796,0.2587338154131909,Positive
5,Switched from 12 mini to iPhone 16 - battery 1010 - camera 1010 - hold and feel 1010 - ios 910 - heavy tasking 810 Should you upgrade?? If you are at iPhone 1213 then you should . From 1415 you will minor improvement changes only !,iPhone 16,Positive,0.565,Positive,4.13,Negative,0.0019457340240478,1.0077829360961914,0.0,Neutral,3.0,Positive,4.5,2.6551131744384766,Neutral,3.327603412794068,0.7286707597483758,Neutral
5,Md saddam Hussain,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.0502471923828125,1.20098876953125,0.0,Neutral,3.0,Neutral,3.0,2.2803955078125,Neutral,3.0131315495641418,0.8974501218483668,Neutral
5,Camera quality is excellent Battery backup is durable Performence is superb as I expected,iPhone 16,Positive,0.8316,Positive,4.6632,Positive,0.999680519104004,4.998722076416016,1.0,Positive,5.0,Positive,4.5,4.8647688305664065,Positive,4.609288372805973,0.35601792282300315,Positive
4,Wonderful product,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9998840093612672,4.999536037445068,1.0,Positive,5.0,Positive,4.5,4.657334414978028,Positive,4.406853791400683,0.2715841829975203,Positive
3,"The model is excellent with 5 stars on all features except two issues. 1. Battery life is really less. 2. Heating issues in the phone Note if you are a iphone plus, pro or pro max users then dont buy only 16 go with next versions or you will be disappointed",iPhone 16,Neutral,0.1531,Positive,3.3062,Negative,0.2192297577857971,1.8769190311431885,-0.3333333333333333,Negative,2.333333333333333,Negative,1.5,2.539914279123942,Neutral,3.294740314221504,0.7856870226920707,Neutral
5,"Phone is very smooth, battery is far better than 14 which I previously had. 18 is perfectly running with no bugs",iPhone 16,Positive,0.7096,Positive,4.4192,Positive,0.9990247488021852,4.99609899520874,1.0,Positive,5.0,Positive,4.5,4.766119598083496,Positive,4.532716883845823,0.3112856360259766,Positive
5,Super camera resolution battery also super fast charger performance -100 design-camera design super,iPhone 16,Positive,0.9136,Positive,4.8272,Neutral,0.5951253175735474,3.380501270294189,1.0,Positive,5.0,Positive,4.5,4.283080508117676,Positive,4.208371141255105,0.08485506981816043,Positive
5,Awesome only no words to explain,iPhone 16,Positive,0.4404,Positive,3.8808,Negative,0.0428026914596557,1.171210765838623,1.0,Positive,5.0,Positive,4.5,3.020804306335449,Neutral,3.589585486758064,0.5465477324272767,Neutral
5,"First ios ,feeling happy thank u flipkart .",iPhone 16,Positive,0.7717,Positive,4.5434,Positive,0.9997244477272034,4.9988977909088135,1.0,Positive,5.0,Positive,4.5,4.816919116363525,Positive,4.49277277149231,0.35136328406918904,Positive
5,Performance top notch but App opening time hanging .,iPhone 16,Positive,0.1027,Positive,3.2054,Negative,0.0229811072349548,1.0919244289398191,-1.0,Negative,1.0,Negative,1.5,1.9189297715759277,Negative,2.8413597619442417,1.0840216984560958,Neutral
5,Very very nice camera quality I love it,iPhone 16,Positive,0.8211,Positive,4.6422,Positive,0.9998787641525269,4.999515056610107,1.0,Positive,5.0,Positive,4.5,4.856686022644043,Positive,4.513739556671487,0.3716625244235279,Positive
5,Very nice Dileep M C,iPhone 16,Positive,0.4754,Positive,3.9508,Positive,0.9997993111610411,4.999197244644165,1.0,Positive,5.0,Positive,4.5,4.579998897857666,Positive,4.404579841419768,0.22423039994304927,Positive
5,Product is very good and also delivery boys behaviours is very good,iPhone 16,Positive,0.7496,Positive,4.4992,Positive,0.9998038411140442,4.999215364456177,1.0,Positive,5.0,Positive,4.5,4.7993661457824714,Positive,4.469715701172734,0.34324771770140433,Positive
4,Only for brand..but best,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.99464613199234,4.97858452796936,1.0,Positive,5.0,Positive,4.5,4.700953811187745,Positive,4.408567718218924,0.292561135657494,Positive
5,Thankyou flipkart bbd sale food prize and good Look iPhone 16 Im happy full satisfied,iPhone 16,Positive,0.9136,Positive,4.8272,Positive,0.9995355606079102,4.998142242431641,1.0,Positive,5.0,Positive,4.5,4.930136896972656,Positive,4.553787041461156,0.40781636119315695,Positive
5,60 sanjay kumar saraf,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9923375248908995,4.969350099563599,0.0,Neutral,3.0,Neutral,3.0,3.7877400398254397,Positive,3.911444561862416,0.15817231358919062,Positive
5,Great product bijay karki,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9989135265350342,4.995654106140137,1.0,Positive,5.0,Positive,4.5,4.698181642456055,Positive,4.417149377569725,0.29270579784634704,Positive
5,Nice product worth of money reddy,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9996873140335084,4.998749256134033,1.0,Positive,5.0,Positive,4.5,4.6570197024536135,Positive,4.395782464016835,0.2720485703150813,Positive
5,Value for money.,iPhone 16,Positive,0.34,Positive,3.68,Positive,0.9976842403411864,4.990736961364746,0.0,Neutral,3.0,Positive,4.5,4.068294784545898,Positive,4.090715104546986,0.026221522369174632,Positive
5,My fathers first iphone Colour is awesome and so light in weight It should be available with 256gb Anyways design and camera is awesome,iPhone 16,Positive,0.8481,Positive,4.6962,Positive,0.995636522769928,4.982546091079712,1.0,Positive,5.0,Positive,4.5,4.871498436431885,Positive,4.524787106732381,0.3757972144058941,Positive
5,Overall good performance,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998573064804076,4.999429225921631,1.0,Positive,5.0,Positive,4.5,4.552091690368652,Positive,4.289545712243156,0.21450609895065945,Positive
4,Awesome product Sharma,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998552799224854,4.999421119689941,1.0,Positive,5.0,Positive,4.5,4.699688447875977,Positive,4.429774443203544,0.29257789807963336,Positive
5,battery backup is very good harpreet,iPhone 16,Positive,0.4927,Positive,3.9854,Positive,0.9989173412322998,4.995669364929199,1.0,Positive,5.0,Positive,4.5,4.59242774597168,Positive,4.420479082573695,0.22939452352132572,Positive
5,iPhone 16 battery is awesome,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9997808337211608,4.999123334884644,1.0,Positive,5.0,Positive,4.5,4.699569333953859,Positive,4.41755464769717,0.29364217353462896,Positive
5,Must buy product,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9309013485908508,4.723605394363403,0.0,Neutral,3.0,Neutral,3.0,3.6894421577453618,Neutral,3.9246394040006947,0.20868043034078404,Positive
5,Very handy phone perfect in every aspect ..,iPhone 16,Positive,0.6077,Positive,4.2154,Positive,0.9995880722999572,4.998352289199829,1.0,Positive,5.0,Positive,4.5,4.685500915679932,Positive,4.38760873003293,0.2863598651080743,Positive
4,On 26 th sep i got this phone . All are good but one thing i noticed that the phone heat up when I open the camera. I didnt know why these thing are happening . While writing this review i only used this phone for 1 hr. Shashi kant Singh,iPhone 16,Positive,0.2382,Positive,3.4764,Negative,0.0998408794403076,1.3993635177612305,1.0,Positive,5.0,Positive,4.5,2.950305407104492,Neutral,3.414666456624192,0.5687563212487329,Neutral
5,All the features are working fine.,iPhone 16,Positive,0.2023,Positive,3.4046,Positive,0.9998186230659484,4.999274492263794,0.0,Neutral,3.0,Positive,4.5,3.961549796905518,Positive,4.046421220762336,0.0759091607045376,Positive
5,More smoothly then 15,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9989004135131836,4.995601654052734,0.0,Neutral,3.0,Neutral,3.0,3.798240661621094,Positive,3.938378583531795,0.15832048786931946,Positive
5,was marvelous except 60 Hz display and battery,iPhone 16,Positive,0.5994,Positive,4.1988,Positive,0.9998371601104736,4.999348640441895,0.0,Neutral,3.0,Positive,4.5,4.279259456176758,Positive,4.194315266708981,0.08232263407377842,Positive
5,"is Supreme, Display is Awesome, Performance is outstanding, Battery is worst, Display size is very",iPhone 16,Positive,0.8225,Positive,4.645,Positive,0.9986056685447692,4.994422674179077,0.3333333333333333,Positive,3.6666666666666665,Positive,4.5,4.589102403004964,Positive,4.343485729424529,0.23621865906208597,Positive
5,"Nice mugambo khush hua, .",iPhone 16,Positive,0.4215,Positive,3.843,Positive,0.997616410255432,4.9904656410217285,1.0,Positive,5.0,Positive,4.5,4.533386256408692,Positive,4.3390279341833935,0.21073086238840938,Positive
5,Such a great and powerful phone,iPhone 16,Positive,0.7845,Positive,4.569,Positive,0.9998196959495544,4.999278783798218,1.0,Positive,5.0,Positive,4.5,4.8273115135192874,Positive,4.55620324069879,0.34640139388064195,Positive
5,with the best camera,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9998462200164796,4.999384880065918,1.0,Positive,5.0,Positive,4.5,4.709273952026367,Positive,4.448540559124984,0.29425788385998314,Positive
