rating,title,review_text,date,city,TextBlob_Label,TextBlob_Score,VADER_Label,VADER_Score,BERT_Label,BERT_Score
4,Wonderful,"The design, build quality, battery backup are also good, sound quality is really impressive and Apple brand value, these are the pros in this mobile. 1.The display is not up to the mark, because the refresh rate only supports 60hz and the display is not vibrant. 2. The camera is also not very impressive just okay. 3. File sharing with android or windows literally headache.. 4. Signal reception is lacking.. 5. features are not useful and totally waste.",Nov 2025,Ysr District,Positive,0.198005698005698,Positive,0.8928,NEGATIVE,0.9993141889572144
5,Highly recommended,Top notch camera quality and very good performance overall too good without any hesitation go for it,Nov 2025,Raipur,Positive,0.5275,Positive,0.8402,POSITIVE,0.9998074173927307
5,Awesome,Love it no complaints!,Aug 2025,Bhojpur District,Positive,0.625,Positive,0.1511,POSITIVE,0.999859094619751
5,Awesome,My mom love the colour and the phone is amazing ajay Vishwakarma,Jun 2025,Thane,Positive,0.55,Positive,0.8402,POSITIVE,0.9998132586479187
5,Awesome,The display is absolutely crazy and also I can say that the haptics of the phone is super smooth but only concerned is that image editing ai is not good as,Jun 2025,Dhone,Negative,-0.04333333333333332,Negative,-0.3623,NEGATIVE,0.9994682669639587
5,Super!,iPhone 16 is a wonderful cell phone . 48MP camera is outstanding. I bought 256GB model. I would recommend to buy the product.,Sep 2025,Kolkata,Positive,0.75,Positive,0.8807,POSITIVE,0.9997406601905823
5,Must buy!,Wonderfully lightweight stuff. Worth purchasing. Improved speakers and a more seamless display. Incredibly cozy to use with one hand. Go for Teal colour. Swostik,Sep 2024,Kalahandi District,Positive,0.34,Positive,0.9022,POSITIVE,0.9996033310890198
5,Fabulous!,Colour is very good also camera placement Rahul yadav,Sep 2024,Loni,Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9998279809951782
5,Terrific,iPhone 16 is best for those who not buy 15 series. And it has very best hand feel. Deepak kumar,Jan 2025,Noida,Positive,1.0,Positive,0.9166,POSITIVE,0.9982085227966309
5,Excellent,Its a fake details I havent ordered yet But showing I phone jad ordered,Jun 2025,Hansi,Negative,-0.5,Negative,-0.2617,NEGATIVE,0.9957518577575684
5,Brilliant,Best for videography and also good for photos if you are interested in little bit editing . Look and feel of the phone is premium and top notch software experience . Battery backup is good considering the form factor and performance is also superb . Major problem is low refresh rate but I tink those who are going to buy they know it already . Overall a good buy if videography is a pr...,Jan 2025,Champdani,Positive,0.4295454545454546,Positive,0.8945,POSITIVE,0.9979853630065918
5,Super!,Camera 1010 Battery 108 Display 1010 Design 1010 Performance 1010 Finally a in this price segment,Jan 2025,Aligarh District,Neutral,0.0,Neutral,0.0,POSITIVE,0.7818659543991089
5,Best in the market!,overall a perfect compact phone.,Jan 2025,Jaipur,Positive,0.5,Positive,0.5719,POSITIVE,0.9997566342353821
5,Just wow!,16. . . . . I 2021 . . . . .,Oct 2025,Purba Bardhaman District,Neutral,0.0,Neutral,0.0,NEGATIVE,0.9649255275726318
5,Perfect product!,"This is best quality delivered always. When I was installing my backup , it became very hot during camera operation. But after the software update, gradually it became normal. Now it is working well. I also went to Imagine for a checkup and came to know that this is quite normal. Thats it. I hope after the Apple intelligence update we can have some new features and entertainment windows will open for us Thanks, for delivering with promise and safety. saswata sanyal",Sep 2024,Kolkata,Positive,0.28019480519480516,Positive,0.9807,POSITIVE,0.9994576573371887
5,Super!,"Amazing device, everything is top notch jayata banerjee",Jan 2025,Asansol,Positive,0.55,Positive,0.6808,POSITIVE,0.9998779296875
5,Highly recommended,Bad camera quality at this range. Go for samsumg s25,Jan 2025,Pune,Negative,-0.6999999999999998,Negative,-0.5423,NEGATIVE,0.9998050332069397
4,Good quality product,"I have switched 6a to iPhone 16 , everything is good but camera is no match to pixel, even with 12 megapixel camera pixel 6a was much better.",May 2025,New Town,Positive,0.6,Positive,0.4588,NEGATIVE,0.9970243573188782
5,Super!,Premium experience,Nov 2025,Farakka Pts Township,Neutral,0.0,Neutral,0.0,POSITIVE,0.9997678399085999
5,Terrific,Camera is very good but Im really missing a telephoto lens... However the 2x zoom is really lossless zoom and i loved it 1st time using i os... Switching ...its a bit difficult tusk to adujst yourself from a 120hz display to a 60hz display... But i really like the overall experience of this phone...,Nov 2025,Singur,Positive,0.1871428571428571,Positive,0.6855,POSITIVE,0.9605872631072998
5,Excellent,Buy it now everything is good,Oct 2025,Meerut,Positive,0.7,Positive,0.4404,POSITIVE,0.9998660087585449
5,Excellent,Awesome phone Nishant ranjan,Oct 2025,Mumbai,Positive,1.0,Positive,0.6249,POSITIVE,0.999554455280304
5,Wonderful,This phone is really amazing,Apr 2025,Yadgir District,Positive,0.6000000000000001,Positive,0.624,POSITIVE,0.9998595714569092
5,Super!,"iphone is ever good product to buy, but need to improve battery backup also. I think there is no need of camera short cut button, but its good to open in single click, apple intelligence is ok ok feature. Is recommendable product you can buy. Rajneesh",Nov 2024,New Delhi,Positive,0.33265306122448973,Positive,0.9319,POSITIVE,0.9996237754821777
4,Good choice,Absolutely premium product...just now. Thanks flipkart Im glad such a beautiful iphone 16 too good Loved it,Nov 2025,Kavisurjyanagar,Positive,0.45000000000000007,Positive,0.9485,POSITIVE,0.9996469020843506
5,Wonderful,Amazing purchase,Nov 2025,Ranchi,Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9998840093612671
5,Just wow!,Fantastic product..no flaws,Jun 2025,Ahmedabad,Positive,0.4,Positive,0.5574,POSITIVE,0.9998503923416138
5,Worth every penny,My first iPhone and its literally amazing although I like its performance and camera my overall experience is very good! Adhayan V Alankar,Jun 2025,Lucknow Division,Positive,0.4625,Positive,0.8685,POSITIVE,0.9998660087585449
4,Worth the money,Good phone like it Ajin B,Oct 2025,Palakkad District,Positive,0.7,Positive,0.6597,POSITIVE,0.9995595812797546
5,Terrific,"great camera, great battery life, overall a good package.",Jun 2025,Faridabad,Positive,0.575,Positive,0.9022,POSITIVE,0.9998773336410522
5,Classy product,"Awesome product. If you are an apple fanboy, go for it. , S Kannanur",Jan 2025,,Positive,1.0,Positive,0.6249,POSITIVE,0.9998015761375427
5,Highly recommended,Amazing camera results and big battery life,Jan 2026,Sikandra Rao,Positive,0.30000000000000004,Positive,0.5859,POSITIVE,0.9998486042022705
5,Best in the market!,Amazing camera quality,Dec 2025,,Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9998818635940552
5,Must buy!,"Excellent but delivery too late, but I m happy ajay kumar",Nov 2025,Rohtak,Positive,0.5,Positive,0.8126,POSITIVE,0.9991328120231628
5,Perfect product!,Best price on this time Rakesh swami,Oct 2025,Nohar,Positive,1.0,Positive,0.6369,POSITIVE,0.9986826777458191
5,Wonderful,Just go ahead and buy it.,Jan 2025,Kolkata,Neutral,0.0,Neutral,0.0,POSITIVE,0.9993153810501099
5,Terrific,Perfect..down to the last .. everything is perfect,Apr 2025,Kanth Shahjahanpur District,Positive,0.5,Positive,0.5719,POSITIVE,0.9998844861984253
5,Simply awesome,Awesome phone as always. Got a good deal on Flipkart chandan tiwari,Mar 2025,New Delhi,Positive,0.85,Positive,0.7906,POSITIVE,0.999700665473938
4,Wonderful,No doubt its built quality is unmatched. better to buy an android phone of this range than this one. Android respects your freedom to choose more.,May 2025,Muzaffarpur District,Positive,0.5,Positive,0.6597,NEGATIVE,0.5655724406242371
5,Brilliant,Switched from 12 mini to iPhone 16 - battery 1010 - camera 1010 - hold and feel 1010 - ios 910 - heavy tasking 810 Should you upgrade?? If you are at iPhone 1213 then you should . From 1415 you will minor improvement changes only !,Sep 2024,Ghu,Negative,-0.08333333333333333,Positive,0.565,NEGATIVE,0.9980542659759521
5,Classy product,Md saddam Hussain,Nov 2025,Dhanwar,Neutral,0.0,Neutral,0.0,NEGATIVE,0.9497528076171875
5,Must buy!,Camera quality is excellent Battery backup is durable Performence is superb as I expected,Sep 2025,Fatehabad,Positive,0.6333333333333333,Positive,0.8316,POSITIVE,0.9996805191040039
4,Good choice,Wonderful product,Oct 2025,Surat,Positive,1.0,Positive,0.5719,POSITIVE,0.9998840093612671
3,Does the job,"The model is excellent with 5 stars on all features except two issues. 1. Battery life is really less. 2. Heating issues in the phone Note if you are a iphone plus, pro or pro max users then dont buy only 16 go with next versions or you will be disappointed",Jan 2025,Malegaon,Positive,0.016666666666666673,Positive,0.1531,NEGATIVE,0.7807702422142029
5,Just wow!,"Phone is very smooth, battery is far better than 14 which I previously had. 18 is perfectly running with no bugs",Sep 2024,Pune,Positive,0.3906666666666667,Positive,0.7096,POSITIVE,0.9990247488021851
5,Just wow!,Super camera resolution battery also super fast charger performance -100 design-camera design super,Dec 2025,New Delhi,Positive,0.3,Positive,0.9136,POSITIVE,0.5951253175735474
5,Simply awesome,Awesome only no words to explain,Jan 2026,Raipur,Positive,0.5,Positive,0.4404,NEGATIVE,0.9571973085403442
5,Fabulous!,"First ios ,feeling happy thank u flipkart .",Nov 2025,Rudrapur,Positive,0.525,Positive,0.7717,POSITIVE,0.9997244477272034
5,Awesome,Performance top notch but App opening time hanging .,Nov 2025,Patuli,Positive,0.5,Positive,0.1027,NEGATIVE,0.9770188927650452
5,Fabulous!,Very very nice camera quality I love it,Nov 2025,Faridabad,Positive,0.64,Positive,0.8211,POSITIVE,0.9998787641525269
5,Terrific,Very nice Dileep M C,Nov 2025,Bengaluru,Positive,0.78,Positive,0.4754,POSITIVE,0.9997993111610413
5,Just wow!,Product is very good and also delivery boys behaviours is very good,Nov 2025,Barmer,Positive,0.9099999999999999,Positive,0.7496,POSITIVE,0.9998038411140442
4,Good choice,Only for brand..but best,Nov 2025,Nadia District,Positive,0.5,Positive,0.6369,POSITIVE,0.9946461319923401
5,Awesome,Thankyou flipkart bbd sale food prize and good Look iPhone 16 Im happy full satisfied,Oct 2025,Muzaffarpur,Positive,0.5875,Positive,0.9136,POSITIVE,0.9995355606079102
5,Highly recommended,60 sanjay kumar saraf,Jun 2025,Howrah,Neutral,0.0,Neutral,0.0,POSITIVE,0.9923375248908997
5,Wonderful,Great product bijay karki,May 2025,Jalpaiguri,Positive,0.8,Positive,0.6249,POSITIVE,0.9989135265350342
5,Must buy!,Nice product worth of money reddy,May 2025,Karimnagar,Positive,0.44999999999999996,Positive,0.5719,POSITIVE,0.9996873140335083
5,Mind-blowing purchase,Value for money.,Apr 2025,Bengaluru,Neutral,0.0,Positive,0.34,POSITIVE,0.9976842403411865
5,Great product,My fathers first iphone Colour is awesome and so light in weight It should be available with 256gb Anyways design and camera is awesome,Sep 2024,Lakhimpur,Positive,0.61,Positive,0.8481,POSITIVE,0.995636522769928
5,Must buy!,Overall good performance,Jun 2025,Delhi Division,Positive,0.35,Positive,0.4404,POSITIVE,0.9998573064804077
4,Worth the money,Awesome product Sharma,Jan 2025,Balaghat,Positive,1.0,Positive,0.6249,POSITIVE,0.9998552799224854
5,Simply awesome,battery backup is very good harpreet,Oct 2025,Rampura Phul,Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9989173412322998
5,Excellent,iPhone 16 battery is awesome,Apr 2025,Navi Mumbai,Positive,1.0,Positive,0.6249,POSITIVE,0.9997808337211609
5,Terrific purchase,Must buy product,Jan 2025,Ranchi,Neutral,0.0,Neutral,0.0,POSITIVE,0.9309013485908508
5,Mind-blowing purchase,Very handy phone perfect in every aspect ..,Jan 2025,Barpeta,Positive,0.89,Positive,0.6077,POSITIVE,0.9995880722999573
4,Nice product,On 26 th sep i got this phone . All are good but one thing i noticed that the phone heat up when I open the camera. I didnt know why these thing are happening . While writing this review i only used this phone for 1 hr. Shashi kant Singh,Oct 2025,Gurgaon Division,Positive,0.2333333333333333,Positive,0.2382,NEGATIVE,0.9001591205596924
5,Classy product,All the features are working fine.,Jan 2025,New Delhi,Positive,0.4166666666666667,Positive,0.2023,POSITIVE,0.9998186230659485
5,Classy product,More smoothly then 15,Sep 2024,Maunath Bhan,Positive,0.45,Neutral,0.0,POSITIVE,0.9989004135131836
5,Fabulous!,was marvelous except 60 Hz display and battery,Nov 2025,Raichur,Positive,1.0,Positive,0.5994,POSITIVE,0.9998371601104736
5,Worth every penny,"is Supreme, Display is Awesome, Performance is outstanding, Battery is worst, Display size is very",Apr 2025,Display,Positive,0.175,Positive,0.8225,POSITIVE,0.9986056685447693
5,Best in the market!,"Nice mugambo khush hua, .",Nov 2025,Kotkapura,Positive,0.6,Positive,0.4215,POSITIVE,0.9976164102554321
5,Brilliant,Such a great and powerful phone,Aug 2025,Sah,Positive,0.3666666666666667,Positive,0.7845,POSITIVE,0.9998196959495544
5,Highly recommended,with the best camera,Jan 2026,Sijua,Positive,1.0,Positive,0.6369,POSITIVE,0.9998462200164795
5,Classy product,nice product Aman,Jan 2026,Abohar,Positive,0.6,Positive,0.4215,POSITIVE,0.9997326731681824
5,Super!,Apple - The name is enough,Sep 2025,Rajkot,Neutral,0.0,Neutral,0.0,POSITIVE,0.9915387034416199
5,Brilliant,Best product Tamilarasan s,Jan 2026,Periyanaickenpalayam,Positive,1.0,Positive,0.6369,POSITIVE,0.9995502829551697
5,Just wow!,"Flipkart is most trusted and best online shopping platform. About the phone there are no words to express the beauty. Camera , performance and quality is amazing. Bought is black colour. This is like my 3rd or 4th iPhone .",Nov 2025,Bhopal,Positive,0.38666666666666666,Positive,0.9498,POSITIVE,0.9997041821479797
5,Simply awesome,Face a little bit of prb but still happy with my new iphone 16,Aug 2025,Mumbai,Positive,0.24962121212121213,Positive,0.7227,POSITIVE,0.9990696310997009
5,Terrific purchase,The iPhone 16 is a very good choice!,Nov 2025,Nashik,Positive,1.0,Positive,0.54,POSITIVE,0.9997550845146179
5,Must buy!,Very nice product,Nov 2025,Panchkula,Positive,0.78,Positive,0.4754,POSITIVE,0.9998691082000732
5,Excellent,I love this device,Nov 2025,Thagarapuvalasa,Positive,0.5,Positive,0.6369,POSITIVE,0.999880313873291
5,Perfect product!,"The iPhone 16 is a great phone, but the battery doesnt last long adarsh shukla",Nov 2025,Basti Division,Positive,0.25,Positive,0.3716,NEGATIVE,0.9593287110328674
5,Classy product,Nice phone Thank you flipkart Nice delivery,Nov 2025,Pune Division,Positive,0.6,Positive,0.7964,POSITIVE,0.9997119307518005
5,Mind-blowing purchase,Its good product. I love you i,Nov 2025,Haldwani,Positive,0.6,Positive,0.7964,POSITIVE,0.9998800754547119
5,Excellent,"iPhone 16 is an outstanding device with excellent performance, brilliant display, and reliable battery backup. The camera quality is top-notch, and overall it offers a truly premium experience.",Nov 2025,Gurugram,Positive,0.5833333333333334,Positive,0.9371,POSITIVE,0.9998610019683838
5,Highly recommended,Orginal product delivered,Jan 2026,New Delhi,Neutral,0.0,Neutral,0.0,NEGATIVE,0.9034503698348999
5,Terrific,Nice picture and quality is osm.loved it,Nov 2025,Delhi Division,Positive,0.6,Positive,0.4215,POSITIVE,0.999870777130127
5,Classy product,Got best product in great deal,Nov 2025,Pune,Positive,0.9,Positive,0.8519,POSITIVE,0.9997641444206238
5,Classy product,Very good product,Dec 2025,Udaipur,Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9998735189437866
5,Terrific purchase,Loved it iphone 16 Always love apple Must buy,Dec 2025,Ahmedabad,Positive,0.6,Positive,0.8442,POSITIVE,0.9996358156204224
5,Terrific,Delivery was very fast ! Compact size and light weight as compare to pro series ! Good choice,Nov 2025,Vadodara,Positive,0.5083333333333333,Positive,0.5399,POSITIVE,0.9994739890098572
5,Just wow!,Everything is Good.,Nov 2025,Meerut Division,Positive,0.7,Positive,0.4404,POSITIVE,0.9998549222946167
5,Awesome,Fabulous camer clarity Dinesh K,Nov 2025,Erode,Positive,0.4,Positive,0.7269,POSITIVE,0.9998527765274048
5,Fabulous!,Very nice phone with ai and good cinematic vidio and photo,Nov 2025,Varanasi Division,Positive,0.49333333333333335,Positive,0.7178,POSITIVE,0.9997852444648743
5,Just wow!,Just awesome and battery backup is good,Jan 2026,South Chotanagpur Division,Positive,0.85,Positive,0.7906,POSITIVE,0.9998544454574585
5,Classy product,"so its my first iphone after a long time waiting and the experience is as expected amazing! so on the good side, there is no match for the video recording of an iphone as there never were. camera is just fascinating and which is the most craving thing for me. build and looks are completely unmatched to any phone as to be honest there are some phones which comes to comparison but still a phone. the display is too good to be true although 60Hz doesn...",Oct 2025,Panihati,Positive,0.4090909090909091,Positive,0.9351,POSITIVE,0.9371851086616516
5,Must buy!,This product is best Jignesh vinodray dhrangadhariya,Oct 2025,Bhavnagar,Positive,1.0,Positive,0.6369,POSITIVE,0.9988008737564087
5,Classy product,I can recommend this phone to anyone. Coz its a power-packed phone in a compact design. Such a premium feel when you hold it. Camera is as usual top notch. Nothing to nitpic. Just go for it,Oct 2025,Gurugram,Positive,0.08333333333333333,Positive,0.5106,POSITIVE,0.963552713394165
5,Super!,best deal flipkart,Oct 2025,Indore,Positive,1.0,Positive,0.6369,POSITIVE,0.9991269707679749
5,Perfect product!,Nice phone at low price thanks flipkar,Nov 2025,Delhi Division,Positive,0.26666666666666666,Positive,0.5574,POSITIVE,0.995245635509491
5,Terrific purchase,Always superb no comments,Oct 2025,Hyderabad,Positive,1.0,Positive,0.4404,POSITIVE,0.9977717995643616
5,Simply awesome,Worth it Pavitra,Nov 2025,North Goa,Positive,0.3,Positive,0.2263,POSITIVE,0.9998568296432495
5,Worth every penny,Very nice saleem raja,Nov 2025,Tiruchirappalli,Positive,0.78,Positive,0.4754,POSITIVE,0.9998513460159302
5,Just wow!,"Very good product, I love it.",Oct 2025,Natchiarkoil,Positive,0.705,Positive,0.8251,POSITIVE,0.9998842477798462
5,Just wow!,"Nice product Krishna , Serilingampalle m",Oct 2025,Serilingampalle,Positive,0.6,Positive,0.4215,POSITIVE,0.9992910623550415
5,Terrific,I love this product and discount also,Oct 2025,Surat,Positive,0.5,Positive,0.6369,POSITIVE,0.9998666048049927
5,Awesome,Nice but slow display 60hz,Oct 2025,Bahraich,Positive,0.14999999999999997,Positive,0.2263,NEGATIVE,0.9045610427856445
5,Terrific,"I am buying iPhone for the first time. I have bought an iPhone, not a soap. As people say. It is a brand new phone, there is no problem. No scratches. Best deal, best offer, best phone 100 battery health 0 damage Seal pack box",Oct 2025,Bijapur District,Positive,0.6772727272727272,Positive,0.6486,POSITIVE,0.967369794845581
5,Must buy!,Best camera quality for video,Oct 2025,Pune,Positive,1.0,Positive,0.6369,POSITIVE,0.9995593428611755
5,Brilliant,Excellent as always.Nice job apple,Oct 2025,Varanasi,Positive,1.0,Positive,0.5719,POSITIVE,0.9998708963394165
5,Best in the market!,I like it satyam singh Thakur,Oct 2025,Bareli,Neutral,0.0,Positive,0.3612,POSITIVE,0.9997912049293518
5,Worth every penny,Excellent and interesting discount,Oct 2025,Mumbai,Positive,0.75,Positive,0.7506,POSITIVE,0.9998811483383179
4,Pretty good,"I have a great experience with iphone 16, all upgraded features is good, I highly recommend for 16 256 gb",Oct 2025,Shahjahanpur,Positive,0.5533333333333333,Positive,0.8687,POSITIVE,0.9997329115867615
5,Best in the market!,best phone in series and also better then 17,Oct 2025,Pune,Positive,0.75,Positive,0.7964,POSITIVE,0.9965051412582397
5,Highly recommended,Good phone camera quality is a awesome,Oct 2025,Nayagarh District,Positive,0.85,Positive,0.7906,POSITIVE,0.9998356103897095
5,Terrific,Received in good condition... fast delivery.....all over experience is good.... and thanks flipkart....... in advance,Oct 2025,New Delhi,Positive,0.44999999999999996,Positive,0.7003,POSITIVE,0.9998537302017212
5,Worth every penny,Very happy with the mobile,Sep 2025,Sangli Miraj Kupwad,Positive,1.0,Positive,0.6115,POSITIVE,0.9998558759689331
5,Highly recommended,Had been using it for some time and is totally worth the money Urvashi,Sep 2025,Fatehabad District,Positive,0.3,Positive,0.2944,POSITIVE,0.999658465385437
5,Fabulous!,"Best ever, look wise and performance wise.",Sep 2025,New Delhi,Positive,0.7999999999999999,Positive,0.886,POSITIVE,0.9998750686645508
5,Classy product,"We all are know that iphone have no substitute, its amazing device and also my first iphone so its become very excited... No regret",Oct 2025,Kalol Gandhinagar District,Positive,0.44583333333333336,Negative,-0.4482,POSITIVE,0.9993451237678528
5,Must buy!,Excellent product,Aug 2025,Kamrup Metropolitan District,Positive,1.0,Positive,0.5719,POSITIVE,0.9998617172241211
5,Mind-blowing purchase,. best color. Significantly awesome!,Mar 2025,Aligarh,Positive,1.0,Positive,0.8622,POSITIVE,0.9998829364776611
5,Classy product,The phone is good except the 60 Hz refresh rate,Oct 2025,Gorakhpur,Positive,0.7,Positive,0.4404,POSITIVE,0.9992490410804749
5,Mind-blowing purchase,Very nice and black colour,Oct 2025,Talegaon Dabhade,Positive,0.3066666666666667,Positive,0.4754,POSITIVE,0.9998672008514404
5,Highly recommended,"Upgraded 16, and its nice, the battwru backup is very nice and so is the camera. Just some heating issue in summers.",Jun 2025,Jammu,Positive,0.69,Positive,0.6808,POSITIVE,0.9985111355781555
5,Perfect product!,Perfect product pranshu srivastava,Jun 2025,Lucknow Division,Positive,1.0,Positive,0.5719,POSITIVE,0.9996687173843384
5,Wonderful,"I am loving it. Yes the battery is a bit problematic, it drained early. Apple should work on it.",Jun 2025,Garhwal District,Positive,0.35,Positive,0.296,POSITIVE,0.9871528744697571
5,Fabulous!,Very good product,Jun 2025,Arrah,Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9998735189437866
5,Terrific,Upgraded 11 to 16. Its good,Oct 2025,Gurugram,Positive,0.7,Positive,0.4404,POSITIVE,0.9998277425765991
5,Worth every penny,"As a First time iphone user, i find the phone good",May 2025,Bengaluru,Positive,0.475,Positive,0.4404,POSITIVE,0.9991826415061951
5,Brilliant,Best in performance and camera,May 2025,Udaipur,Positive,1.0,Positive,0.6369,POSITIVE,0.9997124075889587
5,Simply awesome,Iphone is an iphone.,May 2025,Bengaluru,Neutral,0.0,Neutral,0.0,POSITIVE,0.7183391451835632
5,Highly recommended,phone better than pro variant.,May 2025,Bengaluru,Positive,0.5,Positive,0.4404,POSITIVE,0.995598316192627
5,Terrific,Got the phone in very Excellent condition And delivered in a very proper manner madhukar pawar,Oct 2025,Pune Division,Positive,0.5,Positive,0.6115,POSITIVE,0.9995061159133911
5,Perfect product!,Wonderfully lightweight stuff. Worth purchasing. Improved speakers and a more seamless display. Incredibly cozy to use with one hand.,Mar 2025,Kolkata,Positive,0.34,Positive,0.9022,POSITIVE,0.9997739195823669
5,Terrific purchase,"but now This time is for , I Miss features in this mobile , boaring device , Google photos editing is wonder . But I disappointed with this iphone, samsung is far better for now, new lots of features. Bro dont buy if u need comfortable, something, I buy only for flex I have both samsung and iphone , I love samsung S series Ashwani kumar",Jan 2025,Dehradun,Positive,0.1266233766233766,Positive,0.8765,NEGATIVE,0.9779708981513977
